Date,Open,High,Low,Close,Volume
2023-02-08,110.2530069841654,112.65305773582655,108.15898471989586,111.30454892093148,3560
2023-02-09,113.21418250365005,113.2143272992582,108.70424029229206,111.57761034155153,2359
2023-02-10,111.39272850725821,112.6146293084391,110.51168476495768,111.84882850340726,6825
2023-02-11,113.12560491461876,113.13310333030613,111.82451475814264,112.11816374221794,2909
2023-02-12,112.75782114195569,112.95114566623967,111.84947283811498,112.38557695165356,1398
2023-02-13,113.10396281766207,112.79288963228039,111.59799525589985,112.65102959492286,4158
2023-02-14,113.45176776262073,114.27864171909667,111.76730628915409,112.9144837161927,2753
2023-02-15,112.55363220852585,113.76333801441766,109.31165711875722,113.17590195183516,2009
2023-02-16,114.42198240628878,114.72754813326273,112.81938417680486,113.43524754149907,8661
2023-02-17,113.82753318947998,113.7661335866706,112.37151803065356,113.69248433900307,9604
2023-02-18,114.01671779316193,115.48144437043807,112.77043498007191,113.94757682304645,1511
2023-02-19,115.35456773418946,116.18273882579369,113.76069978193718,114.20049010773478,1684
2023-02-20,112.79182473277145,117.11418505985907,112.8718127410249,114.45118995291749,5465
2023-02-21,113.6410866414292,117.15821075734323,113.01587165417902,114.69964277433388,2881
2023-02-22,114.34603421774221,115.59800397837924,114.21459454750645,114.94581565356489,3297
2023-02-23,115.70743096593418,116.54576666548324,114.55677370697771,115.18967634778755,8883
2023-02-24,114.96185091575815,115.58733753046906,114.7631360300912,115.4311932993292,5753
2023-02-25,116.4671023974098,116.26659555131779,114.47741666498267,115.67033564501867,2564
2023-02-26,117.62123619482308,117.11446252696042,113.52636285215564,115.90707322533183,1288
2023-02-27,116.3783934970072,117.45418701455853,113.81884075585604,116.14137659332842,8988
2023-02-28,118.0935972376248,118.13259780285689,113.93421336162358,116.37321702337775,2007
2023-03-01,115.02820437520468,118.9457238757761,114.6121800414112,116.60256651967089,6301
2023-03-02,116.79193602559779,117.88517788984636,115.71927170033057,116.82939782451628,9396
2023-03-03,116.7503235944892,118.10473116764476,114.66711058174536,117.05368442641685,8967
2023-03-04,118.12265123388073,119.16158594002185,116.22062706622529,117.27540056792594,4388
2023-03-05,118.05051562528952,120.02137505653235,115.63032195412346,117.4945212532798,8821
2023-03-06,117.58450229622213,118.21485211496444,116.92282518432116,117.71102225580427,7938
2023-03-07,119.30461265441687,120.0489347255399,117.82595922772275,117.92488012509386,6568
2023-03-08,119.79845231841233,120.46133266874975,116.8667309737442,118.13607219396043,2033
2023-03-09,117.11535321126796,119.63253680443697,117.0521726252246,118.34457658515004,3385
2023-03-10,119.01279078487086,120.64450275011683,116.42316155907238,118.5503722178257,6420
2023-03-11,119.75422039327101,118.90590885367467,118.71769346581891,118.75343881381396,6726
2023-03-12,120.30516848051843,119.28394783299305,118.14520024445076,118.95375690361386,7657
2023-03-13,119.70367863883834,120.46166670472564,118.12063325898194,119.15130783216621,2732
2023-03-14,119.22661160127019,119.90581123904045,118.7131147225341,119.34607376438132,1329
2023-03-15,118.1390089956108,121.61551727568657,118.43984837046726,119.53803769042406,8972
2023-03-16,119.63480014810378,120.6074017063935,119.67688167996228,119.72718343075422,7127
2023-03-17,119.18900174432062,120.57387614664515,116.82940748059934,119.91349564092081,3534
2023-03-18,120.95438600165268,121.26993664703122,119.16315550268463,120.09695981610899,9765
2023-03-19,119.60459211203033,121.13327627020492,118.96460578858026,120.27756229543814,1109
2023-03-20,118.66148953365364,121.04285919875417,119.26788379697089,120.45529026600992,3007
2023-03-21,120.8013283256224,121.61610493559941,118.597595534409,120.63013176670492,3445
2023-03-22,120.54456564989279,121.65999286108054,118.07721676008768,120.80207569172708,9938
2023-03-23,119.85432399947115,122.23170300418633,119.40672828288402,120.97111179389455,2082
2023-03-24,120.71539581048555,122.7771558792939,120.12489950974684,121.13723068767612,5394
2023-03-25,121.43563311381672,121.40626102823856,120.11109906051131,121.30042385197244,9766
2023-03-26,120.68688993402841,124.15882719321688,118.86050360732858,121.46068363264087,5875
2023-03-27,120.11168480871943,123.21872448660858,119.98554716800734,121.6180032447637,2985
2023-03-28,122.21300955186236,122.93445567913786,120.22425157797835,121.77237677465861,6639
2023-03-29,124.6578890613215,122.75063466573945,121.79880342420249,121.923799181631,3056
2023-03-30,121.71269342298707,123.13930850186033,121.54918823088481,122.07226629946773,7435
2023-03-31,123.5353404965679,124.49684519561615,121.70945455898814,122.21777483767157,5438
2023-04-01,123.11294643943911,123.83108735797705,122.35022672288513,122.36032238243627,3703
2023-04-02,122.75428558530045,122.67618463563005,120.93632780235754,122.49990739736191,5690
2023-04-03,122.21340571691495,124.7105105368893,122.33722004388098,122.63652922391002,4425
2023-04-04,122.81931863213745,125.4248656309265,122.22231732662159,122.77018808159885,5044
2023-04-05,122.96755688762718,124.91027062947575,119.98672612208149,122.90088506793825,7219
2023-04-06,122.73436518066698,124.54322413770153,121.99454315144716,123.02862215810447,3144
2023-04-07,124.07656160684266,124.46974315604461,122.17572144800074,123.15340220435489,6427
2023-04-08,123.8111148575899,124.59408815713117,122.3159031278261,123.2752289351828,6130
2023-04-09,125.21000977553874,124.94964907258199,122.52231787748279,123.39410695421262,8942
2023-04-10,124.3354005953718,123.6077699741733,122.99461779172796,123.51004173883564,9797
2023-04-11,121.9591595873779,125.71939400366155,120.93040274415685,123.62303963858714,6134
2023-04-12,122.3180104850168,125.0376305963781,122.00116260466326,123.73310787326469,3577
2023-04-13,123.90544301459838,125.70839276954995,123.76536443243351,123.84025453078883,5498
2023-04-14,124.5625837720168,125.26610927018389,123.91635119805612,123.94448856480655,8413
2023-04-15,122.67561754462365,125.46208323330492,123.75925366774213,124.04581979203797,6764
2023-04-16,123.72882884032884,124.54207226095498,123.73902326175143,124.14425888936753,3240
2023-04-17,125.48480877582676,125.85763918060603,123.281208649949,124.2398173906802,2221
2023-04-18,126.68167381255651,126.21312652292389,122.40381068918761,124.3325076834437,5697
2023-04-19,124.95178103016335,125.3554325663051,122.95231890041987,124.42234300503779,1525
2023-04-20,124.00187619495061,124.90851989164433,123.2263317029686,124.50933743883193,5615
2023-04-21,124.7165085135403,126.68198741454135,124.07908085651142,124.59350591001183,4068
2023-04-22,124.35395603359402,126.38160483394516,120.51216314002053,124.67486418115695,1383
2023-04-23,124.65998726188292,125.45550682313885,124.54913720003356,124.7534288475697,9859
2023-04-24,125.78525327031163,127.18828816356545,124.01463283881326,124.82921733235783,7480
2023-04-25,124.9468952146656,127.31679498941178,124.08259707270652,124.90224788127159,9484
2023-04-26,124.47759760177193,127.786873923576,124.80287202844654,124.97253955729724,3751
2023-04-27,125.7013056019186,125.86434923832367,122.929648487135,125.04011223500811,4866
2023-04-28,124.61314091020135,126.49620239388594,124.47026585615713,125.10498659467541,6314
2023-04-29,124.4095025196461,126.091495554531,124.31176897976293,125.1671841161403,1987
2023-04-30,126.84581938776394,126.2141478389742,123.56357967118186,125.22672707244877,9474
2023-05-01,125.19199290651947,126.43652563192197,124.56804186833844,125.28363852325184,5177
2023-05-02,124.85792972222472,126.86638559351167,123.43667603522965,125.33794230797234,1896
2023-05-03,127.98847698996894,125.97427516391942,123.84008624786127,125.38966303874086,4692
2023-05-04,124.43939415708525,125.83381718462633,124.41770116247561,125.43882609310266,5624
2023-05-05,125.64795041178371,126.83185823855014,123.26592818556561,125.48545760649768,2350
2023-05-06,125.27686712564875,126.11508718059446,125.3311704941268,125.52958446451603,4789
2023-05-07,124.98365864751814,127.01196802760808,123.38531801958632,125.5712342949314,5688
2023-05-08,126.46117968692056,126.20196145846096,124.10018835964391,125.61043545951411,8087
2023-05-09,126.14962990364687,126.12507857465089,125.24899451940546,125.64721704562703,4996
2023-05-10,125.57211112427886,127.32600303648569,124.58712464969419,125.68160885760638,1721
2023-05-11,124.39450844683286,126.90361112075699,123.57161671006965,125.71364140793001,4849
2023-05-12,125.81230705125186,127.57451309804954,125.30310288832983,125.7433459081759,7351
2023-05-13,124.71754214230639,128.5880634776373,123.99413459916548,125.77075425977355,5318
2023-05-14,125.21088120281682,125.94440720245734,124.84681937749596,125.79589904455085,3859
2023-05-15,124.61429552447741,128.3938883437505,125.29442211923414,125.81881351507936,7731
2023-05-16,125.88497957058763,126.34513452654271,124.40768466646642,125.83953158482092,4321
2023-05-17,126.5720750491462,128.12740461124125,123.88093998838593,125.8580878180783,2351
2023-05-18,125.13295448829872,127.64460309991557,124.162306888355,125.87451741975309,9898
2023-05-19,127.4014554415054,126.07905347636185,125.27483476346227,125.88885622491374,3733
2023-05-20,125.46120407723909,127.29601551226321,123.93676172760794,125.90114068817675,7423
2023-05-21,126.50787644308183,125.98023365012867,125.77901664834516,125.91140787290456,7881
2023-05-22,125.85399029202921,127.51302926451473,123.6159694962116,125.91969544022272,7776
2023-05-23,125.94283832829453,128.14012791649674,125.75022690327172,125.92604163786015,9670
2023-05-24,126.89497788978038,128.0620687913454,125.54640876460509,125.93048528881548,6583
2023-05-25,126.6577869403062,128.46385826449662,124.5887764051658,125.93306577985305,3543
2023-05-26,124.90656567390621,127.12416169003599,125.50311978813107,125.93382304983164,7824
2023-05-27,127.21378621970088,126.56684728039947,125.7583410473835,125.93279757786978,1008
2023-05-28,126.2583720801974,126.80832003039077,124.99394614871981,125.93003037135094,1358
2023-05-29,127.54150886199176,127.27523229495395,124.2192524096676,125.9255629537721,1042
2023-05-30,126.42228064853441,126.95885703652166,125.64665370202934,125.91943735243947,3624
2023-05-31,125.82762156533138,127.80187663310032,125.03311809576176,125.91169608601494,5529
2023-06-01,124.93146266478445,126.81700100298488,124.47922298913468,125.90238215191678,4724
2023-06-02,126.38571232902945,128.1201401755693,125.60119076722223,125.89153901357864,8360
2023-06-03,125.68050399463074,126.46331285058876,125.02864560494835,125.87921058757041,9202
2023-06-04,125.43015078852548,127.7818508131526,124.69161698793286,125.86544123058479,4627
2023-06-05,125.64293426873192,126.14999216811387,124.56899611048998,125.85027572629338,5360
2023-06-06,124.01825714059004,126.48399779817785,125.0316125608318,125.83375927207638,5599
2023-06-07,124.70877141555617,127.38963136779054,123.27357044623842,125.81593746562962,4133
2023-06-08,127.0745601422375,128.70285257778409,125.47585461909081,125.79685629145291,6366
2023-06-09,127.36235952738633,127.61396167694274,125.55016204804093,125.77656210722401,4540
2023-06-10,125.09606643813206,126.40470188594593,124.8533243420368,125.75510163006163,7987
2023-06-11,126.20732001040545,127.51268915094566,125.60930992118794,125.7325219226823,4633
2023-06-12,126.27594420141376,125.82039085957962,124.31806557195829,125.7088703794546,3801
2023-06-13,125.04066140791109,126.74361156851273,125.1769914515101,125.68419471235521,4871
2023-06-14,126.39254875876874,127.6495989104446,125.10140144342571,125.6585429368308,2905
2023-06-15,124.29080751053573,126.37865828553265,125.01740638623875,125.63196335757007,1882
2023-06-16,125.24673601867967,127.45738440253186,122.12916019448733,125.60450455418997,8380
2023-06-17,125.80167040589785,126.26481046503284,124.7669121133472,125.57621536684051,4108
2023-06-18,125.71536217886677,126.55642665414761,123.89536913560993,125.54714488173244,8380
2023-06-19,126.2905899074554,125.95929897994371,125.35336890024982,125.51734241659184,1715
2023-06-20,125.26814525573133,127.0601114616202,124.07415284591374,125.4868575060463,4849
2023-06-21,124.33072100466552,125.57346978925781,124.31687326851414,125.45573988694676,4915
2023-06-22,126.79613329095862,126.7477242694687,124.77099946621829,125.42403948362926,2980
2023-06-23,126.32510247222929,126.17078126975657,125.36599832752212,125.39180639312143,3599
2023-06-24,126.02440273005972,125.9131487645338,125.15556357333972,125.35909087029765,2024
2023-06-25,125.85625624598225,126.43152789071719,125.29485787176864,125.32594331298736,9186
2023-06-26,124.34407472999447,126.82091881715444,124.61759644437795,125.29241424704112,9389
2023-06-27,126.06781276457843,126.2720296796788,123.52646607769293,125.25855431135881,4639
2023-06-28,125.69693078463453,126.32584231352632,122.95253859156071,125.2244142428841,1483
2023-06-29,124.21476217495493,125.6026589927546,125.15090947290967,125.19004486157002,7741
2023-06-30,125.79269939911136,127.57105188040313,123.73091000523769,125.15549705532004,5833
2023-07-01,125.90841045235041,125.73223961795007,123.30030510957005,125.1208217649087,3371
2023-07-02,126.43613829784903,125.95018851472989,124.534802724581,125.08606996888689,9306
2023-07-03,124.50788372557878,125.1397864260081,124.75989459453436,125.05129266847577,3497
2023-07-04,126.30595487546823,125.58450521974828,124.40162230833728,125.01654087245396,1389
2023-07-05,125.45299500848107,126.12292883584615,124.70239713269495,124.98186558204262,9766
2023-07-06,124.5379173084864,125.80339949520564,122.99876992910828,124.94731777579263,1933
2023-07-07,126.00500499385623,125.347616023453,123.93287775624357,124.91294839447856,3357
2023-07-08,124.194350176776,125.44659826116765,124.49815213743416,124.87880832600383,2900
2023-07-09,125.17649188732568,126.59987370924436,123.30838369429813,124.84494839032152,4151
2023-07-10,125.31885832443015,125.970442007824,123.7118144573503,124.81141932437531,7300
2023-07-11,123.81582119027811,126.81825973699952,121.42562073205016,124.778271767065,6600
2023-07-12,124.31286915767123,126.91091412184109,124.33599311749175,124.74555624424121,9484
2023-07-13,125.2290001565879,125.0035786081171,124.17823553258044,124.7133231537334,4802
2023-07-14,124.71580993630361,125.56929206044575,123.08876708803635,124.68162275041588,7267
2023-07-15,125.84540401831508,125.41259876120118,122.59798772876104,124.65050513131634,1889
2023-07-16,123.18163633893037,126.39434845634092,124.02550352682,124.62002022077081,1500
2023-07-17,125.54347160284316,124.83010083121519,122.62068153434325,124.5902177556302,9018
2023-07-18,125.37027107780958,125.95833127918267,122.25383068127024,124.56114727052213,8506
2023-07-19,124.56392229075938,124.6137020465295,122.59792194670358,124.53285808317267,7405
2023-07-20,125.43013129081436,126.48147554720373,123.58321596680399,124.50539927979257,8489
2023-07-21,123.55253487064707,126.57030211962831,123.78632371225932,124.47881970053184,7993
2023-07-22,124.31001329759789,125.94019619401507,123.69673688618194,124.45316792500745,9641
2023-07-23,124.53764629568886,125.93069341940804,123.68539662558766,124.42849225790805,5876
2023-07-24,123.47416744198597,126.171452960075,123.02891560938208,124.40484071468035,5400
2023-07-25,126.3392304507601,126.15875218481327,121.11715148960769,124.38226100730103,3627
2023-07-26,123.14988019704954,125.46081448605051,123.29672289503752,124.36080053013863,1730
2023-07-27,125.2973196957171,124.72193960336111,123.1151680704819,124.34050634590972,4804
2023-07-28,124.3314447449338,125.09514231566334,122.01853645321148,124.32142517173304,5611
2023-07-29,124.77586293981537,125.34143810547342,123.79836457804774,124.30360336528626,7346
2023-07-30,122.44289973726006,126.51714556413852,123.88921620890231,124.28708691106925,7831
2023-07-31,123.30948357243636,125.02020813753613,123.72139554296376,124.27192140677786,3750
2023-08-01,123.29808497479054,125.31454510219399,123.66986045492123,124.25815204979222,2817
2023-08-02,124.55861507493802,125.38890234381618,123.19510362895366,124.24582362378399,2980
2023-08-03,123.96515233295793,126.05973961963656,122.61681850235058,124.23498048544589,3564
2023-08-04,125.30211629295677,124.90678515961017,122.9832305624851,124.2256665513477,5855
2023-08-05,125.57154786233413,126.33777434852874,123.2386791524067,124.21792528492315,4231
2023-08-06,123.56737716691504,126.24855049615576,123.96901619173097,124.21179968359056,9420
2023-08-07,125.27081308227406,125.31228637544552,123.96244589328883,124.2073322660117,2254
2023-08-08,124.77685434044834,124.9033978300007,121.48056720072421,124.20456505949284,6177
2023-08-09,124.38897314997246,124.62651137769863,123.40602928785266,124.20353958753101,5860
2023-08-10,123.14625717742776,125.25243754513164,123.39273045424551,124.20429685750959,5921
2023-08-11,122.65819604294326,125.49784899194036,124.15220802384312,124.20687734854714,5109
2023-08-12,124.97131505213471,126.75641740577778,122.00088508913039,124.2113209995025,3507
2023-08-13,126.46094014872864,126.77791819703594,123.1587673087973,124.21766719713992,5039
2023-08-14,124.38784861329063,125.00854750862506,122.78752988130535,124.22595476445807,6625
2023-08-15,124.31247981192894,125.67494747075726,123.52083581227963,124.2362219491859,7285
2023-08-16,125.27001171240235,125.41860224053372,121.79954974427244,124.24850641244892,7445
2023-08-17,123.8118000697025,124.57829331927528,124.11265590851035,124.26284521760954,6194
2023-08-18,123.59071283527562,126.61471975589461,123.52419328996113,124.27927481928435,2757
2023-08-19,122.30029212039791,126.16976178120066,123.21632719836722,124.29783105254172,2774
2023-08-20,125.26587270766267,126.80839323816528,123.99419422613111,124.31854912228327,9818
2023-08-21,123.8565738206811,125.19301210892033,122.77712829645563,124.3414635928118,4972
2023-08-22,125.52191750854846,125.30412167975578,121.79564532203398,124.36660837758909,7941
2023-08-23,124.62773364551641,127.21911731716077,123.21715395730605,124.39401672918673,3376
2023-08-24,124.27530511861474,125.19896561465765,123.30838546529397,124.42372122943266,7337
2023-08-25,123.93999029636022,126.11386457452618,124.42482569392351,124.45575377975626,8896
2023-08-26,126.01998793445055,127.08106462842595,122.53129595452978,124.4901455917356,4381
2023-08-27,125.78865213340325,125.33319149460544,123.33428657056619,124.52692717784852,7637
2023-08-28,126.12045947855718,126.1302660136924,123.30351208654156,124.56612834243124,6151
2023-08-29,124.01143624484612,126.2344182703567,122.17033770902523,124.6077781728466,6149
2023-08-30,124.935654050075,125.80240681785654,122.82806371083439,124.65190503086498,4207
2023-08-31,123.4009797447793,125.59932017844,123.86056489049423,124.69853654425998,1927
2023-09-01,122.82528780068652,125.62938501258367,123.14507002546623,124.74769959862176,7122
2023-09-02,123.95832294543536,124.90804584175781,123.41981617028726,124.79942032939029,9160
2023-09-03,125.75191761788487,127.5557197258943,124.67500562757284,124.8537241141108,1645
2023-09-04,124.53937179174777,128.49324519407313,124.85129224599827,124.91063556491386,7871
2023-09-05,124.09183532009547,125.155068897332,124.29598570409209,124.97017852122235,8907
2023-09-06,123.19030665403231,125.82815928579821,123.34731447553287,125.03237604268723,9655
2023-09-07,124.35329020304361,125.80089765747115,122.24554572757864,125.09725040235453,1488
2023-09-08,125.147006104278,125.62105032379239,124.68335556321402,125.16482308006539,6752
2023-09-09,125.91182415682637,126.60277296198835,124.72253260310107,125.23511475609105,8393
2023-09-10,125.13319118956764,126.73587064333145,122.43497009829085,125.30814530500481,1133
2023-09-11,123.20234986617545,125.9225952909224,121.63104655745111,125.38393378979296,5211
2023-09-12,125.31674449702014,126.1185723379215,123.59674584482383,125.4624984562057,8831
2023-09-13,125.06044126696175,125.68668055035945,123.8806598071389,125.54385672735081,2029
2023-09-14,125.72410869925201,127.76378198952168,124.94184290457882,125.6280251985307,3601
2023-09-15,126.60244981022096,126.60100202606625,124.21456408224603,125.71501963232484,3747
2023-09-16,126.27704217149028,126.7900535364076,125.25752509986154,125.80485495391895,5968
2023-09-17,125.0600082864158,126.4592287623792,124.9375383787157,125.89754524668245,6548
2023-09-18,126.52238922660136,127.41107419040995,125.7715939175716,125.99310374799511,6602
2023-09-19,126.71552813125552,127.1803335615352,125.56166397721896,126.09154284532467,1439
2023-09-20,126.5248773712865,126.34986418669348,126.12921755585826,126.19287407255608,7222
2023-09-21,126.42789711155591,127.43345785332052,125.91470701790487,126.29710810657382,6876
2023-09-22,126.29833721152401,127.80538318628285,126.24689187994719,126.40425476409796,4782
2023-09-23,127.86889659397576,127.05411423341553,123.58615621892838,126.51432299877551,4990
2023-09-24,125.76116321138093,127.81155652592032,126.02254340043416,126.627320898527,1329
2023-09-25,126.80609277731797,128.2939156564116,125.27123778783807,126.74325568315004,8230
2023-09-26,127.97244808106515,127.97782965180593,126.3128853016523,126.86213370217983,5530
2023-09-27,126.33416920977903,127.24545521545478,126.61946626458676,126.98396043300775,8216
2023-09-28,124.97664930709986,130.1295869023545,126.42629578961692,127.10874047925816,9787
2023-09-29,127.74924021993175,129.79238893002557,125.20497262292847,127.23647756942441,2529
2023-09-30,127.34025530075917,129.68101304064038,124.69633412428452,127.3671745557638,9679
2023-10-01,128.38215408378787,127.56300446286987,125.45354750306892,127.50083341345263,7546
2023-10-02,126.3548341606496,128.75751011384344,126.34756864963283,127.63745524000072,6991
2023-10-03,129.7922065327354,129.14341108662833,127.07953091614826,127.77704025492638,1548
2023-10-04,128.2614470822518,128.78644840354517,127.41847223372407,127.91958779969107,2311
2023-10-05,127.71230893254787,129.29748356522975,127.34246124163475,128.06509633789491,5903
2023-10-06,127.63790774214281,129.97532358579343,127.2057363648092,128.21356345573165,9054
2023-10-07,128.5935614998155,128.8317116260914,128.10776666578332,128.36498586270403,4836
2023-10-08,129.73736920364178,130.17257031768196,128.38228061544285,128.51935939259894,7411
2023-10-09,128.70359624677158,130.01175930499295,128.04702092614772,128.6766790047218,2898
2023-10-10,130.4093589706136,129.44646371976944,128.01672494442147,128.8369387853902,4494
2023-10-11,132.20414626966559,129.73495292946245,126.4523001863169,129.00013194968653,5745
2023-10-12,130.25510564252372,130.28378916337428,128.0811093464337,129.1662508434681,6724
2023-10-13,129.03153648265882,130.60648380416066,127.73543491157064,129.33528694563554,2254
2023-10-14,129.95877402177783,131.36490022059598,128.90613509532324,129.5072308706577,3111
2023-10-15,130.33911369204552,131.46142716646568,129.33825613986755,129.68207237135272,6106
2023-10-16,129.6114844114792,130.61589328061814,129.2100029065719,129.85980034192448,5873
2023-10-17,130.02722049146814,132.1920720116903,128.6421496346651,130.04040282125368,3110
2023-10-18,129.97604774327277,130.9535153683756,128.8884001171406,130.22386699644184,4489
2023-10-19,129.42578532665866,131.41519666429716,128.12577930135922,130.4101792066084,9333
2023-10-20,129.49674381112442,132.78080353519258,128.60895004437612,130.59932494693857,1345
2023-10-21,129.96346649751828,131.03070841468158,129.2362468347437,130.79128887298134,7075
2023-10-22,130.7913243216739,131.23129293311325,130.6127733376146,130.98605480519643,2325
2023-10-23,131.86131499434038,133.3533075900288,130.80333896190086,131.18360573374878,8131
2023-10-24,131.18328320203784,132.5559603101556,129.72442776389204,131.3839238235487,2489
2023-10-25,130.5406734460161,131.74764526187906,130.1923516460275,131.58699041953696,3589
2023-10-26,129.88403813598507,132.0793894016649,130.48793129585857,131.7927860522126,3559
2023-10-27,132.59397867208685,132.18642262100536,131.10911209994242,132.0012904434022,5490
2023-10-28,131.36338024202237,135.35463725912692,130.85124132622533,132.21248251226876,4224
2023-10-29,132.1158022342891,133.09180738001749,130.4741104390998,132.42634038155836,5467
2023-10-30,132.76567255233746,133.65322680368055,131.04774715153388,132.64284138408286,9743
2023-10-31,131.66587745734225,134.125593304956,132.63160952308158,132.8619620694367,5977
2023-11-01,133.93784611910016,133.33316088578144,131.7822083586509,133.08367821094578,7929
2023-11-02,132.06500255924834,135.44014412045695,132.44133691742596,133.30796481284636,6590
2023-11-03,132.77390093429509,133.88403410513178,133.40271272048201,133.53479611769177,3568
2023-11-04,133.83147002282206,136.43749924814423,133.30879032430758,133.76414561398488,4835
2023-11-05,134.5759739872469,134.43467908507344,130.44219604723213,133.99598604403425,9387
2023-11-06,134.50060623876388,136.12507317382835,132.35316861947777,134.2302894120308,2626
2023-11-07,134.77006722254,135.97794383635596,132.60412684846617,134.46702699234396,7142
2023-11-08,135.2946112619151,136.40262104809509,134.0000956170624,134.70616933803348,3462
2023-11-09,132.3263667231653,135.90058369902593,133.27647567565086,134.94768628957507,1776
2023-11-10,135.56254677573497,137.27641952321468,133.66631867445284,135.19154698379774,1076
2023-11-11,134.78358963491502,136.08373565711403,135.15602076791404,135.43771986302878,9077
2023-11-12,135.52475652748063,136.32190855158169,134.07812638045468,135.68617268444515,4324
2023-11-13,135.513876965366,137.40578732466653,134.8482264937275,135.93687252962786,2785
2023-11-14,136.15248448283853,136.88392019784015,135.81863852598823,136.1897858143162,6837
2023-11-15,137.4924438565439,137.29739181314596,135.508785555379,136.44487829835955,9629
2023-11-16,136.77887133200332,138.5668031963546,134.66645850425434,136.70211509586358,7007
2023-11-17,137.02846081971975,138.22089654381685,135.94171483795586,136.9614606855275,6498
2023-11-18,138.0097349339384,137.3931376712039,136.96020226431511,137.22287892116992,8642
2023-11-19,139.87864823216154,138.70985759717738,137.23820951788383,137.48633304243978,3326
2023-11-20,138.30907451987292,138.53032815606608,137.3067952937042,137.75178568570905,1255
2023-11-21,138.0790669749745,139.5158501800794,135.5042977528005,138.01919889514468,5212
2023-11-22,137.5131016056129,140.564281417567,134.60653930659925,138.28853413395535,6085
2023-11-23,138.0998778257109,139.32472072212101,134.72238639563622,138.5597522958111,5197
2023-11-24,138.8510897707005,139.7379568160713,136.73482867908174,138.83281371643116,8631
2023-11-25,139.59076986959866,141.7572486406468,138.77699356015452,139.10767818533742,4193
2023-11-26,138.5505622949837,140.50998748207152,138.00041120500998,139.38430495776967,2182
2023-11-27,141.49598859165192,139.69855001210288,138.0483827103724,139.66265276675915,6686
2023-11-28,141.46368117896282,143.21755882720316,138.99705112238624,139.94267983535676,9804
2023-11-29,139.43455353605262,143.89098466275152,139.19873193849364,140.22434388901263,5291
